 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
" 3,641 ",20130429,100.8 cm,89.1 cm,178.6 cm,89.9 cm (35.4 in),78.7 cm,56.5 cm,26.9 cm,10.5 cm,85.6 kg,100-178,100-L(84)-178,90-M(79.2)-178,57ȣ,270mm,26.8
" 3,642 ",20130429,102.9 cm,89.7 cm,179.8 cm,75.8 cm (29.9 in),79.5 cm,56.5 cm,26.9 cm,10.4 cm,79.6 kg,105-178,105-L(84)-178,75-M(79.2)-178,56ȣ,270mm,24.6
" 3,643 ",20130429,92.9 cm,84.0 cm,167.4 cm,77.5 cm (30.5 in),73.8 cm,58.5 cm,25.7 cm,8.9 cm,57.8 kg,95-168,95-L(80)-168,80-M(74.8)-168,59ȣ,260mm,20.6
" 3,644 ",20130429,115.2 cm,92.2 cm,183.9 cm,96.7 cm (38.1 in),81.1 cm,58.1 cm,29.0 cm,10.7 cm,96.9 kg,115-185,115-M(85)-185,95-M(82.3)-185,58ȣ,290mm,28.6
" 3,645 ",20130429,97.9 cm,87.0 cm,173.9 cm,89.0 cm (35.0 in),76.6 cm,58.7 cm,25.8 cm,8.0 cm,72.1 kg,100-173,100-L(82)-173,90-M(77)-173,59ȣ,260mm,23.9
" 3,646 ",20130429,90.9 cm,85.6 cm,170.8 cm,82.0 cm (32.3 in),75.1 cm,52.2 cm,25.3 cm,9.2 cm,61.2 kg,90-173,95-L(82)-173,80-S(74)-173,52ȣ,255mm,21.0
" 3,647 ",20130429,107.3 cm,85.2 cm,171.2 cm,92.5 cm (36.4 in),75.5 cm,61.9 cm,24.9 cm,8.9 cm,86.3 kg,105-173,105-L(82)-173,95-M(77)-173,62ȣ,250mm,29.4
" 3,648 ",20130429,103.3 cm,93.0 cm,186.7 cm,81.9 cm (32.2 in),82.2 cm,59.4 cm,29.1 cm,8.6 cm,84.4 kg,105-185,100-L(87)-185,80-M(82.3)-185,59ȣ,295mm,24.2
" 3,649 ",20130429,93.8 cm,89.1 cm,177.4 cm,82.3 cm (32.4 in),78.3 cm,55.0 cm,26.1 cm,10.2 cm,73.3 kg,95-178,95-L(84)-178,80-M(79.2)-178,55ȣ,265mm,23.3
" 3,650 ",20130429,92.7 cm,83.1 cm,166.8 cm,78.8 cm (31.0 in),73.6 cm,58.7 cm,26.7 cm,8.0 cm,57.1 kg,95-168,95-L(80)-168,80-M(74.8)-168,59ȣ,270mm,20.6
" 3,651 ",20130429,88.5 cm,87.8 cm,175.2 cm,83.8 cm (33.0 in),77.3 cm,56.6 cm,25.9 cm,9.8 cm,56.9 kg,90-173,90-M(82)-178,85-M(77)-173,57ȣ,260mm,18.5
" 3,652 ",20130429,89.9 cm,90.5 cm,180.2 cm,76.4 cm (30.1 in),79.5 cm,55.9 cm,28.1 cm,11.0 cm,62.6 kg,90-178,90-M(85)-185,75-M(79.2)-178,56ȣ,285mm,19.3
" 3,653 ",20130429,97.7 cm,91.3 cm,183.3 cm,90.2 cm (35.5 in),80.6 cm,57.1 cm,25.7 cm,9.0 cm,69.7 kg,100-185,100-L(87)-185,90-M(82.3)-185,57ȣ,260mm,20.7
" 3,654 ",20130429,100.3 cm,90.9 cm,181.7 cm,85.4 cm (33.6 in),79.9 cm,54.8 cm,26.6 cm,9.3 cm,71.7 kg,100-185,100-L(87)-185,85-M(79.2)-178,55ȣ,270mm,21.7
" 3,655 ",20130429,118.6 cm,85.9 cm,172.9 cm,100.2 cm (39.5 in),76.0 cm,60.7 cm,25.4 cm,10.0 cm,95.9 kg,115-173,120-M(82)-178,100-M(77)-173,61ȣ,255mm,32.1
" 3,656 ",20130429,92.1 cm,86.0 cm,172.7 cm,75.0 cm (29.5 in),76.2 cm,55.4 cm,26.5 cm,8.8 cm,60.2 kg,90-173,95-L(82)-173,75-M(77)-173,55ȣ,265mm,20.2
" 3,657 ",20130429,99.4 cm,86.6 cm,172.3 cm,94.3 cm (37.1 in),76.0 cm,56.4 cm,26.0 cm,9.3 cm,74.0 kg,100-173,100-L(82)-173,95-M(77)-173,56ȣ,260mm,25.0
" 3,658 ",20130429,86.6 cm,87.0 cm,173.3 cm,81.6 cm (32.1 in),76.5 cm,56.9 cm,27.5 cm,8.1 cm,56.8 kg,90-173,90-M(82)-178,80-M(77)-173,57ȣ,275mm,18.9
" 3,659 ",20130429,96.6 cm,83.7 cm,167.8 cm,84.9 cm (33.4 in),74.0 cm,60.1 cm,25.1 cm,10.1 cm,65.8 kg,95-168,95-L(80)-168,85-M(74.8)-168,60ȣ,255mm,23.4
" 3,660 ",20130429,95.4 cm,84.7 cm,169.3 cm,82.0 cm (32.3 in),74.7 cm,59.1 cm,24.6 cm,8.4 cm,75.6 kg,95-168,95-L(82)-173,80-M(74.8)-168,59ȣ,250mm,26.3
" 3,661 ",20130429,106.7 cm,86.5 cm,173.0 cm,92.1 cm (36.3 in),76.3 cm,58.7 cm,26.6 cm,9.5 cm,82.8 kg,105-173,105-L(82)-173,90-M(77)-173,59ȣ,270mm,27.6
" 3,662 ",20130429,98.9 cm,88.5 cm,176.3 cm,85.5 cm (33.6 in),77.8 cm,55.7 cm,28.5 cm,9.2 cm,69.0 kg,100-178,100-L(84)-178,85-M(79.2)-178,56ȣ,285mm,22.2
" 3,663 ",20130429,96.0 cm,89.9 cm,179.9 cm,79.4 cm (31.3 in),79.4 cm,58.8 cm,27.5 cm,9.9 cm,69.5 kg,95-178,95-L(84)-178,80-M(79.2)-178,59ȣ,275mm,21.5
" 3,664 ",20130429,93.3 cm,85.9 cm,171.8 cm,79.5 cm (31.3 in),75.8 cm,56.2 cm,26.6 cm,10.7 cm,65.1 kg,95-173,95-L(82)-173,80-M(77)-173,56ȣ,270mm,22.0
" 3,665 ",20130429,96.0 cm,87.4 cm,173.9 cm,78.6 cm (30.9 in),76.7 cm,57.4 cm,25.8 cm,9.1 cm,69.5 kg,95-173,95-L(84)-178,80-M(77)-173,57ȣ,260mm,23.0
" 3,666 ",20130429,100.4 cm,90.3 cm,181.3 cm,85.0 cm (33.5 in),80.0 cm,59.7 cm,27.7 cm,9.4 cm,78.9 kg,100-178,100-L(87)-185,85-M(79.2)-178,60ȣ,280mm,24.0
" 3,667 ",20130429,107.0 cm,87.2 cm,175.0 cm,90.1 cm (35.5 in),77.0 cm,57.7 cm,26.7 cm,9.6 cm,68.2 kg,105-173,105-L(84)-178,90-M(77)-173,58ȣ,270mm,22.0
" 3,668 ",20130429,105.9 cm,87.6 cm,175.1 cm,91.4 cm (36.0 in),77.1 cm,54.3 cm,27.4 cm,10.2 cm,76.2 kg,105-173,105-L(84)-178,90-M(77)-173,54ȣ,275mm,24.9
" 3,669 ",20130429,102.3 cm,87.2 cm,173.5 cm,90.0 cm (35.4 in),76.6 cm,56.4 cm,26.1 cm,8.9 cm,78.5 kg,100-173,100-L(82)-173,90-M(77)-173,56ȣ,265mm,26.1
" 3,670 ",20130429,110.1 cm,89.2 cm,177.6 cm,89.1 cm (35.1 in),78.4 cm,58.0 cm,27.0 cm,10.4 cm,82.2 kg,110-178,110-M(82)-178,90-M(79.2)-178,58ȣ,270mm,26.0
" 3,671 ",20130429,90.8 cm,87.3 cm,175.3 cm,67.4 cm (26.5 in),77.4 cm,57.9 cm,27.0 cm,9.7 cm,59.3 kg,90-173,95-L(84)-178,70-M(77)-173,58ȣ,270mm,19.4
" 3,672 ",20130429,96.6 cm,86.7 cm,172.5 cm,83.4 cm (32.8 in),76.0 cm,59.1 cm,26.6 cm,8.7 cm,69.2 kg,95-173,95-L(82)-173,85-M(77)-173,59ȣ,270mm,23.3
" 3,673 ",20130429,94.9 cm,92.2 cm,183.7 cm,85.2 cm (33.5 in),81.1 cm,55.9 cm,29.7 cm,8.6 cm,64.6 kg,95-185,95-M(85)-185,85-M(82.3)-185,56ȣ,300mm,19.2
" 3,674 ",20130429,102.2 cm,84.3 cm,168.2 cm,89.3 cm (35.2 in),74.1 cm,57.9 cm,26.0 cm,10.1 cm,75.0 kg,100-168,100-L(80)-168,90-S(71.8)-168,58ȣ,260mm,26.5
" 3,675 ",20130429,95.6 cm,85.6 cm,170.8 cm,76.7 cm (30.2 in),75.2 cm,55.4 cm,26.7 cm,9.1 cm,61.5 kg,95-173,95-L(82)-173,75-M(77)-173,55ȣ,270mm,21.1
" 3,676 ",20130429,106.9 cm,93.4 cm,185.9 cm,96.9 cm (38.2 in),82.1 cm,61.3 cm,29.4 cm,9.4 cm,84.1 kg,105-185,105-M(85)-185,95-M(82.3)-185,61ȣ,295mm,24.4
" 3,677 ",20130429,120.6 cm,89.6 cm,180.2 cm,108.4 cm (42.7 in),79.3 cm,60.9 cm,27.9 cm,11.1 cm,100.4 kg,120-178,120-M(85)-185,105-M(79.2)-178,61ȣ,280mm,30.9
" 3,678 ",20130429,96.6 cm,94.9 cm,189.4 cm,86.2 cm (34.0 in),83.5 cm,54.9 cm,26.7 cm,8.8 cm,71.6 kg,95-185,100-L(87)-185,85-M(82.3)-185,55ȣ,270mm,19.9
" 3,679 ",20130429,115.6 cm,87.0 cm,174.3 cm,110.3 cm (43.4 in),76.6 cm,60.1 cm,28.8 cm,9.5 cm,103.1 kg,115-173,115-M(82)-178,105-M(79.2)-178,60ȣ,290mm,34.1
" 3,680 ",20130429,108.2 cm,90.7 cm,182.3 cm,92.3 cm (36.4 in),80.2 cm,55.2 cm,27.9 cm,9.0 cm,79.9 kg,110-185,110-M(85)-185,90-M(82.3)-185,55ȣ,280mm,24.0
" 3,681 ",20130429,106.2 cm,87.1 cm,173.7 cm,84.6 cm (33.3 in),76.4 cm,55.8 cm,25.6 cm,8.6 cm,68.8 kg,105-173,105-L(82)-173,85-M(77)-173,56ȣ,260mm,22.8
" 3,682 ",20130429,118.0 cm,90.4 cm,180.7 cm,105.1 cm (41.4 in),79.5 cm,58.9 cm,29.1 cm,10.7 cm,103.0 kg,120-178,120-M(85)-185,105-M(79.2)-178,59ȣ,295mm,30.4
" 3,683 ",20130429,92.3 cm,85.3 cm,170.8 cm,79.6 cm (31.3 in),75.2 cm,57.0 cm,25.2 cm,8.5 cm,60.6 kg,90-173,95-L(82)-173,80-S(74)-173,57ȣ,255mm,20.7
" 3,684 ",20130429,102.4 cm,85.0 cm,169.8 cm,93.6 cm (36.8 in),74.7 cm,55.2 cm,26.7 cm,10.5 cm,77.4 kg,100-168,100-L(82)-173,95-S(71.8)-168,55ȣ,270mm,26.8
" 3,685 ",20130429,99.7 cm,83.7 cm,167.8 cm,85.3 cm (33.6 in),73.9 cm,56.1 cm,23.9 cm,10.2 cm,71.0 kg,100-168,100-L(80)-168,85-M(74.8)-168,56ȣ,240mm,25.2
" 3,686 ",20130429,99.7 cm,85.2 cm,169.8 cm,85.7 cm (33.7 in),74.6 cm,59.8 cm,26.4 cm,10.2 cm,67.1 kg,100-168,100-L(82)-173,85-M(74.8)-168,60ȣ,265mm,23.4
" 3,687 ",20130429,103.5 cm,84.1 cm,167.9 cm,99.1 cm (39.0 in),74.0 cm,55.7 cm,24.5 cm,8.5 cm,85.1 kg,105-168,100-L(80)-168,95-S(71.8)-168,56ȣ,245mm,30.2
" 3,688 ",20130429,100.3 cm,88.3 cm,175.9 cm,74.4 cm (29.3 in),77.7 cm,56.3 cm,26.6 cm,10.1 cm,75.8 kg,100-178,100-L(84)-178,75-M(79.2)-178,56ȣ,270mm,24.5
" 3,689 ",20130429,90.2 cm,85.7 cm,171.0 cm,76.5 cm (30.1 in),75.3 cm,56.6 cm,25.6 cm,8.4 cm,57.6 kg,90-173,90-M(80)-173,75-M(77)-173,57ȣ,260mm,19.7
" 3,690 ",20130429,102.9 cm,92.5 cm,185.7 cm,91.2 cm (35.9 in),81.7 cm,57.7 cm,28.1 cm,10.5 cm,83.0 kg,105-185,100-L(87)-185,90-M(82.3)-185,58ȣ,285mm,24.1
" 3,691 ",20130429,98.3 cm,90.4 cm,180.3 cm,82.2 cm (32.4 in),79.5 cm,59.4 cm,27.2 cm,9.0 cm,76.7 kg,100-178,100-L(87)-185,80-M(79.2)-178,59ȣ,275mm,23.6
" 3,692 ",20130429,102.2 cm,88.1 cm,175.7 cm,81.2 cm (32.0 in),77.4 cm,56.5 cm,27.3 cm,10.4 cm,68.7 kg,100-178,100-L(84)-178,80-S(76.2)-178,56ȣ,275mm,22.2
" 3,693 ",20130429,86.7 cm,83.5 cm,166.1 cm,73.0 cm (28.8 in),73.3 cm,53.8 cm,24.8 cm,9.1 cm,54.3 kg,90-168,90-M(78)-168,75-M(74.8)-168,54ȣ,250mm,19.7
" 3,694 ",20130429,98.1 cm,86.8 cm,174.4 cm,87.2 cm (34.3 in),77.0 cm,55.9 cm,26.5 cm,9.9 cm,64.5 kg,100-173,100-L(84)-178,85-M(77)-173,56ȣ,265mm,21.2
" 3,695 ",20130429,103.6 cm,84.5 cm,169.6 cm,92.6 cm (36.4 in),74.7 cm,59.1 cm,24.7 cm,9.1 cm,71.1 kg,105-168,105-L(82)-173,95-S(71.8)-168,59ȣ,250mm,24.7
" 3,696 ",20130429,82.3 cm,83.0 cm,165.1 cm,83.9 cm (33.0 in),72.8 cm,56.3 cm,25.0 cm,9.8 cm,49.5 kg,90-168,90-M(78)-168,85-S(71.8)-168,56ȣ,250mm,18.2
" 3,697 ",20130429,99.1 cm,89.5 cm,178.1 cm,90.3 cm (35.6 in),78.6 cm,59.7 cm,25.4 cm,9.4 cm,81.9 kg,100-178,100-L(84)-178,90-M(79.2)-178,60ȣ,255mm,25.8
" 3,698 ",20130429,100.0 cm,90.5 cm,181.9 cm,82.9 cm (32.7 in),80.4 cm,59.5 cm,28.6 cm,9.2 cm,83.3 kg,100-185,100-L(87)-185,85-M(82.3)-185,60ȣ,290mm,25.2
" 3,699 ",20130429,98.9 cm,88.2 cm,175.9 cm,84.2 cm (33.2 in),77.6 cm,56.4 cm,26.7 cm,8.8 cm,65.3 kg,100-178,100-L(84)-178,85-S(76.2)-178,56ȣ,270mm,21.1
" 3,700 ",20130429,101.6 cm,85.6 cm,171.9 cm,96.7 cm (38.1 in),75.5 cm,58.0 cm,26.7 cm,8.1 cm,77.3 kg,100-173,100-L(82)-173,95-M(77)-173,58ȣ,270mm,26.2
" 3,701 ",20130429,95.8 cm,88.5 cm,177.2 cm,85.6 cm (33.7 in),78.1 cm,60.8 cm,27.7 cm,9.1 cm,70.9 kg,95-178,95-L(84)-178,85-M(79.2)-178,61ȣ,280mm,22.6
" 3,702 ",20130429,109.9 cm,88.2 cm,175.7 cm,101.8 cm (40.1 in),77.5 cm,60.6 cm,29.1 cm,9.1 cm,92.8 kg,110-178,110-M(82)-178,100-M(77)-173,61ȣ,295mm,30.1
" 3,703 ",20130429,90.0 cm,84.8 cm,169.4 cm,67.0 cm (26.4 in),74.5 cm,56.5 cm,25.8 cm,9.6 cm,55.9 kg,90-168,90-M(80)-173,70-M(77)-173,56ȣ,260mm,19.5
" 3,704 ",20130429,101.0 cm,86.9 cm,174.5 cm,88.4 cm (34.8 in),76.7 cm,57.5 cm,25.9 cm,9.7 cm,72.1 kg,100-173,100-L(84)-178,90-M(77)-173,57ȣ,260mm,23.6
" 3,705 ",20130429,107.8 cm,85.2 cm,170.5 cm,94.9 cm (37.4 in),75.3 cm,55.5 cm,25.8 cm,9.2 cm,82.9 kg,110-173,105-L(82)-173,95-M(77)-173,56ȣ,260mm,28.5
" 3,706 ",20130429,96.5 cm,86.3 cm,173.2 cm,82.8 cm (32.6 in),76.2 cm,56.6 cm,26.0 cm,9.3 cm,64.1 kg,95-173,95-L(82)-173,85-M(77)-173,57ȣ,260mm,21.4
" 3,707 ",20130429,96.5 cm,84.3 cm,168.3 cm,79.5 cm (31.3 in),74.3 cm,59.0 cm,25.1 cm,9.4 cm,63.5 kg,95-168,95-L(80)-168,80-M(74.8)-168,59ȣ,255mm,22.4
" 3,708 ",20130429,88.7 cm,81.7 cm,164.1 cm,105.6 cm (41.6 in),72.3 cm,55.3 cm,25.7 cm,8.7 cm,49.1 kg,90-168,90-M(78)-168,95-S(71.8)-168,55ȣ,260mm,18.2
" 3,709 ",20130429,97.7 cm,85.0 cm,170.9 cm,87.7 cm (34.5 in),75.5 cm,60.5 cm,25.5 cm,8.9 cm,70.3 kg,100-173,100-L(82)-173,90-M(77)-173,60ȣ,255mm,24.1
" 3,710 ",20130429,93.6 cm,90.4 cm,181.7 cm,80.9 cm (31.9 in),79.9 cm,57.3 cm,28.5 cm,9.5 cm,69.5 kg,95-185,95-M(85)-185,80-M(79.2)-178,57ȣ,285mm,21.0
" 3,711 ",20130429,99.3 cm,86.3 cm,172.4 cm,85.0 cm (33.5 in),75.9 cm,57.9 cm,27.1 cm,10.5 cm,67.8 kg,100-173,100-L(82)-173,85-M(77)-173,58ȣ,275mm,22.7
" 3,712 ",20130429,110.9 cm,88.2 cm,176.9 cm,86.1 cm (33.9 in),77.9 cm,56.8 cm,28.1 cm,9.7 cm,82.8 kg,110-178,110-M(82)-178,85-M(79.2)-178,57ȣ,285mm,26.5
" 3,713 ",20130429,97.1 cm,89.9 cm,180.7 cm,87.2 cm (34.3 in),79.4 cm,58.8 cm,28.6 cm,9.0 cm,69.0 kg,95-178,100-L(87)-185,85-M(79.2)-178,59ȣ,290mm,21.1
" 3,714 ",20130429,99.3 cm,89.4 cm,178.9 cm,88.5 cm (34.9 in),79.0 cm,58.9 cm,28.2 cm,9.1 cm,83.1 kg,100-178,100-L(84)-178,90-M(79.2)-178,59ȣ,285mm,25.9
" 3,715 ",20130429,126.2 cm,90.2 cm,179.4 cm,112.2 cm (44.2 in),79.2 cm,56.5 cm,26.4 cm,8.8 cm,105.2 kg,125-185,125-M(85)-185,110-M(82.3)-185,57ȣ,265mm,32.7
" 3,716 ",20130429,97.5 cm,91.1 cm,181.3 cm,86.8 cm (34.2 in),80.0 cm,54.8 cm,25.5 cm,9.6 cm,70.3 kg,100-178,100-L(87)-185,85-M(79.2)-178,55ȣ,255mm,21.4
" 3,717 ",20130429,94.4 cm,83.2 cm,167.1 cm,80.2 cm (31.6 in),73.5 cm,57.1 cm,26.4 cm,10.2 cm,64.6 kg,95-168,95-L(80)-168,80-M(74.8)-168,57ȣ,265mm,23.1
" 3,718 ",20130429,102.2 cm,89.5 cm,178.2 cm,92.3 cm (36.3 in),78.7 cm,55.1 cm,27.0 cm,10.3 cm,79.8 kg,100-178,100-L(84)-178,90-M(79.2)-178,55ȣ,270mm,25.1
" 3,719 ",20130429,88.6 cm,84.8 cm,170.4 cm,77.1 cm (30.4 in),74.9 cm,54.3 cm,25.7 cm,9.5 cm,53.0 kg,90-168,90-M(80)-173,75-M(74.8)-168,54ȣ,260mm,18.3
" 3,720 ",20130429,95.4 cm,83.0 cm,166.7 cm,78.2 cm (30.8 in),73.4 cm,55.1 cm,25.3 cm,9.5 cm,63.7 kg,95-168,95-L(80)-168,80-M(74.8)-168,55ȣ,255mm,22.9
" 3,721 ",20130429,79.9 cm,82.0 cm,164.9 cm,69.9 cm (27.5 in),72.7 cm,58.5 cm,26.0 cm,8.9 cm,50.9 kg,90-168,90-M(78)-168,75-M(74.8)-168,59ȣ,260mm,18.7
" 3,722 ",20130429,99.5 cm,89.2 cm,179.2 cm,79.0 cm (31.1 in),78.8 cm,57.5 cm,27.6 cm,9.8 cm,73.6 kg,100-178,100-L(84)-178,80-M(79.2)-178,57ȣ,280mm,22.9
" 3,723 ",20130429,87.1 cm,82.1 cm,164.9 cm,68.9 cm (27.1 in),72.8 cm,55.1 cm,24.1 cm,8.2 cm,51.3 kg,90-168,90-M(78)-168,75-M(74.8)-168,55ȣ,245mm,18.8
" 3,724 ",20130429,87.5 cm,87.0 cm,174.9 cm,85.2 cm (33.6 in),76.9 cm,55.8 cm,28.8 cm,8.9 cm,58.3 kg,90-173,90-M(82)-178,85-M(77)-173,56ȣ,290mm,19.1
" 3,725 ",20130429,90.4 cm,84.1 cm,168.5 cm,76.7 cm (30.2 in),74.2 cm,56.1 cm,24.8 cm,9.7 cm,59.1 kg,90-168,90-M(80)-173,75-M(74.8)-168,56ȣ,250mm,20.8
" 3,726 ",20130429,91.2 cm,89.9 cm,179.8 cm,80.8 cm (31.8 in),79.3 cm,55.2 cm,27.9 cm,9.3 cm,59.2 kg,90-178,90-M(85)-185,80-M(79.2)-178,55ȣ,280mm,18.3
" 3,727 ",20130429,92.8 cm,90.5 cm,181.6 cm,92.8 cm (36.5 in),80.0 cm,57.2 cm,29.2 cm,9.0 cm,71.6 kg,95-185,95-M(85)-185,95-M(79.2)-178,57ȣ,295mm,21.6
" 3,728 ",20130429,104.4 cm,91.0 cm,182.2 cm,92.3 cm (36.3 in),80.5 cm,58.3 cm,26.3 cm,10.5 cm,81.6 kg,105-185,100-L(87)-185,90-M(82.3)-185,58ȣ,265mm,24.6
" 3,729 ",20130429,110.4 cm,88.3 cm,177.3 cm,98.6 cm (38.8 in),78.1 cm,58.4 cm,27.9 cm,10.9 cm,96.1 kg,110-178,110-M(82)-178,100-M(79.2)-178,58ȣ,280mm,30.6
" 3,730 ",20130429,99.7 cm,88.4 cm,175.9 cm,83.9 cm (33.0 in),77.6 cm,58.9 cm,26.2 cm,8.7 cm,68.1 kg,100-178,100-L(84)-178,85-S(76.2)-178,59ȣ,265mm,22.0
" 3,731 ",20130429,87.3 cm,87.8 cm,175.7 cm,81.0 cm (31.9 in),77.6 cm,55.7 cm,26.8 cm,9.3 cm,59.0 kg,90-178,90-M(82)-178,80-S(76.2)-178,56ȣ,270mm,19.1
" 3,732 ",20130429,90.9 cm,86.3 cm,171.7 cm,74.7 cm (29.4 in),75.8 cm,54.8 cm,26.6 cm,9.6 cm,61.0 kg,90-173,95-L(82)-173,75-M(77)-173,55ȣ,270mm,20.7
" 3,733 ",20130429,90.0 cm,86.9 cm,174.4 cm,75.5 cm (29.7 in),76.7 cm,54.0 cm,25.7 cm,8.5 cm,59.1 kg,90-173,90-M(82)-178,75-M(77)-173,54ȣ,260mm,19.4
" 3,734 ",20130429,92.3 cm,84.5 cm,168.3 cm,70.0 cm (27.6 in),74.0 cm,53.1 cm,25.1 cm,9.3 cm,55.7 kg,90-168,95-L(80)-168,75-M(74.8)-168,53ȣ,255mm,19.0
" 3,735 ",20130429,105.3 cm,88.4 cm,176.3 cm,95.0 cm (37.4 in),77.7 cm,55.4 cm,25.7 cm,10.6 cm,81.3 kg,105-178,105-L(84)-178,95-M(79.2)-178,55ȣ,260mm,26.5
" 3,736 ",20130429,88.5 cm,85.9 cm,172.3 cm,82.1 cm (32.3 in),76.1 cm,57.8 cm,27.4 cm,9.1 cm,62.7 kg,90-173,90-M(80)-173,80-M(77)-173,58ȣ,275mm,21.1
" 3,737 ",20130429,106.2 cm,88.2 cm,176.5 cm,95.1 cm (37.4 in),77.7 cm,54.3 cm,27.9 cm,10.9 cm,84.8 kg,105-178,105-L(84)-178,95-M(79.2)-178,54ȣ,280mm,27.2
" 3,738 ",20130429,108.1 cm,86.6 cm,172.5 cm,97.7 cm (38.5 in),76.1 cm,58.7 cm,26.5 cm,9.6 cm,90.5 kg,110-173,105-L(82)-173,100-M(77)-173,59ȣ,265mm,30.4
" 3,739 ",20130429,91.5 cm,89.0 cm,177.8 cm,74.4 cm (29.3 in),78.2 cm,56.3 cm,26.7 cm,9.9 cm,56.4 kg,90-178,95-L(84)-178,75-M(79.2)-178,56ȣ,270mm,17.8
" 3,740 ",20130429,93.0 cm,84.9 cm,170.1 cm,70.7 cm (27.8 in),74.9 cm,54.5 cm,26.4 cm,9.2 cm,57.1 kg,95-168,95-L(82)-173,70-M(77)-173,54ȣ,265mm,19.7
" 3,741 ",20130429,91.8 cm,86.8 cm,172.8 cm,76.7 cm (30.2 in),76.2 cm,55.7 cm,25.7 cm,9.3 cm,58.0 kg,90-173,95-L(82)-173,75-M(77)-173,56ȣ,260mm,19.4
" 3,742 ",20130429,93.5 cm,90.1 cm,179.9 cm,78.1 cm (30.7 in),79.2 cm,57.8 cm,26.7 cm,9.3 cm,68.8 kg,95-178,95-L(84)-178,80-M(79.2)-178,58ȣ,270mm,21.3
" 3,743 ",20130429,84.8 cm,90.2 cm,179.5 cm,72.0 cm (28.4 in),79.1 cm,55.5 cm,25.6 cm,8.5 cm,60.8 kg,90-178,90-M(85)-185,75-M(79.2)-178,55ȣ,260mm,18.9
" 3,744 ",20130429,92.6 cm,86.6 cm,173.9 cm,84.0 cm (33.1 in),76.4 cm,57.7 cm,26.2 cm,9.4 cm,68.5 kg,95-173,95-L(82)-173,85-M(77)-173,58ȣ,265mm,22.7
" 3,745 ",20130429,104.5 cm,86.0 cm,171.3 cm,98.9 cm (38.9 in),75.3 cm,58.6 cm,25.9 cm,8.9 cm,81.5 kg,105-173,105-L(82)-173,100-M(77)-173,59ȣ,260mm,27.8
" 3,746 ",20130429,92.4 cm,89.0 cm,178.1 cm,81.0 cm (31.9 in),78.5 cm,52.1 cm,24.0 cm,8.7 cm,61.9 kg,90-178,95-L(84)-178,80-M(79.2)-178,52ȣ,240mm,19.5
" 3,747 ",20130429,95.0 cm,90.4 cm,180.3 cm,81.4 cm (32.0 in),79.5 cm,57.7 cm,28.9 cm,10.1 cm,67.8 kg,95-178,95-L(84)-178,80-M(79.2)-178,58ȣ,290mm,20.6
" 3,748 ",20130429,103.8 cm,88.5 cm,177.3 cm,89.6 cm (35.3 in),78.3 cm,58.4 cm,26.8 cm,10.3 cm,83.4 kg,105-178,105-L(84)-178,90-M(79.2)-178,58ȣ,270mm,26.5
" 3,749 ",20130429,92.3 cm,90.0 cm,180.0 cm,72.4 cm (28.5 in),79.3 cm,57.8 cm,27.8 cm,10.3 cm,64.2 kg,90-178,95-L(84)-178,75-M(79.2)-178,58ȣ,280mm,19.8
" 3,750 ",20130429,102.6 cm,83.6 cm,167.9 cm,86.5 cm (34.1 in),73.7 cm,55.6 cm,26.1 cm,9.5 cm,72.5 kg,105-168,100-L(80)-168,85-M(74.8)-168,56ȣ,265mm,25.8
" 3,751 ",20130429,90.8 cm,86.3 cm,172.4 cm,79.9 cm (31.4 in),75.9 cm,57.7 cm,24.9 cm,8.2 cm,63.9 kg,90-173,95-L(82)-173,80-M(77)-173,58ȣ,250mm,21.5
" 3,752 ",20130429,115.1 cm,93.8 cm,188.2 cm,102.3 cm (40.3 in),82.9 cm,60.8 cm,28.7 cm,11.1 cm,108.4 kg,115-185,115-M(85)-185,100-M(82.3)-185,61ȣ,290mm,30.6
" 3,753 ",20130429,94.0 cm,87.6 cm,175.5 cm,82.6 cm (32.5 in),77.3 cm,55.9 cm,26.6 cm,9.8 cm,54.8 kg,95-178,95-L(84)-178,85-M(77)-173,56ȣ,270mm,17.8
" 3,754 ",20130429,90.3 cm,89.0 cm,178.9 cm,76.7 cm (30.2 in),78.9 cm,54.7 cm,27.8 cm,9.6 cm,65.1 kg,90-178,95-L(84)-178,75-M(79.2)-178,55ȣ,280mm,20.3
" 3,755 ",20130429,107.2 cm,87.3 cm,175.0 cm,88.0 cm (34.6 in),77.3 cm,58.8 cm,27.5 cm,10.0 cm,76.4 kg,105-173,105-L(84)-178,90-M(77)-173,59ȣ,275mm,24.9
" 3,756 ",20130429,88.0 cm,89.6 cm,179.0 cm,81.2 cm (32.0 in),78.8 cm,55.9 cm,27.3 cm,9.5 cm,60.5 kg,90-178,90-M(85)-185,80-M(79.2)-178,56ȣ,275mm,18.9
" 3,757 ",20130429,93.5 cm,90.2 cm,180.7 cm,89.5 cm (35.2 in),79.8 cm,53.9 cm,26.3 cm,9.8 cm,86.4 kg,95-178,95-M(85)-185,90-M(79.2)-178,54ȣ,265mm,26.5
